,id,in_out,year,no_motives,humble_motives,good_motives,bad_motives,>2_motives,worse_motives,mistakes,summ,text
4050,4050,out,2016,,,,,,,,,"Потому, что у меня растет сын, которому сейчас 2 года. И я хочу чтобы он ходил в школу, в которой ему дадут достойное образование, исходя из его интересов и возможностей, а не просто будут зачитывать материал в классе."
4052,4052,out,2016,,,,,,,,,"Хочу попробовать свои силы, проверить умение адаптитроваться в сложном социальном контексте, в котором дети показывают низкие результаты в обучении."
4053,4053,out,2016,,,,,,,,,"Хочу стать участником потому, что крайне беспокоит меня будущее нашей страны, и тенденции среди молодежи. Хочется открывать людей, помогать им понять, что они могут и куда стоит вложить свое время."
4054,4054,out,2016,,,,,,,,,"Я проходила практику в школе, специализирующейся на французском языке. Мне дали сложный 7 класс, о котором все учителя плохзо отзывались. Оказалось, на детях просто поставили клеймо ""плохие ученики"" и ими никто не занимался. С течением времени я узнала их получше и проявились их таланты, кто-то писал прекрасные стихи, кто-то был настоящим оратором. Мы подружились и я с радостью приходила на уроки, потому что знала, что возвращаю детям уверенность в своих силах  и в том, что они не ""плохие"", как о них говорили."
4056,4056,out,2016,,,,,,,,,"Честно признаюсь, у меня мало опыта общения с детьми, поэтому я бы хотел узнать их лучше и сблизиться с ними. В последнее время я стал увлекаться психологией, и тема воспитания детей стала для меня одной из самых важных. В России не сложилось грамотной культуры воспитания детей, большинство родителей и учителей, пытаясь мотивировать детей на учебу, делают так, чтобы дети еще больше ненавидели все, что связано с учебой. И мне бы хотелось немного исправить эту ситуацию в лучшую сторону"
4059,4059,out,2016,,,,,,,,,"Я уже имею неплохой опыт работы в школах Москвы. Очень часто приходилось сталкиваться с плохо успевающими детьми(целыми классами, состоящими из них). Хочется совершенствоваться в педагогическом мастерстве: в  методах мотивирования таких детей к обучению, в приемах работы с ними. Боюсь, что социальный контекст, к сожалению, будет только ухудшаться, поэтому любой практикующий педагог должен быть готов к этому развитию событий наилучшим образом."
4060,4060,out,2016,,,,,,,,,"Хочется, с одной стороны,  себя в чем-то новом- обстоятельствах, целях и задачах, а с другой стороны быть полезным для других. Задачей образования в современном мире вряд ли является чистая трансляция определенных знаний, с этим с успехом справляются Интернет, ТВ и пр. Главное, думаю, -это помочь молодым людям найти себя и свое место в жизни, предоставив им для этого максимум возможностей. Т.е. понять, кто ты можно только, попробовав себя в разных областях. Надеюсь, имеющийся у меня сейчас личный опыт, знания могут помочь показать детям не из самых благополучных слоев общества, что наш мир- большой и достаточно открытый, и в нем каждый должен попытаться найти и реализовать себя."
4064,4064,out,2016,,,,,,,,,"Я очень немного работал в школе по профессии, но всегда мечтал вернуться к преподаванию. К сожалению, реформы последнего времени не позволяли определиться с моим местом в школьной системе. Система которая сложилась сейчас (по моему мнению), нацелена на работу с сильными учениками и достижение показных результатов. Но если бы мои школьные учителя работали только с отличниками, то я бы никогда не поверил и не пришел в профессию. Я не скажу, что меня привлекает работа с сложными детьми, я бы хотел, чтобы их стало меньше, в том числе и через мою работу."
4065,4065,out,2016,,,,,,,,,"Основная причина по которой, мне интересно опробовать себя в качестве педагога заключается в следующем. Именно в школе закладывается база знаний, которой в последствии ты можешь апеллировать и которую так же можно увеличивать с годами. Я закончила школу 4 года назад и сейчас сожалею о том, что некоторые предметы были изучены мной не достаточно хорошо, в то время как необходимость в той или иной области знаний постоянно всплывает в жизни. Я знаю, что порой бывает сложно вызвать интерес к предмету, хотя если правильно его подать, каждый предмет по-своему будет интересен, кому-то чуть больше, кому-то чуть меньше. Мне бы очень хотелось поделиться жизненным опытом таким образом, чтобы он был не просто речью, а неким толчком для подрастающего поколения к тому, чтобы взяться за ум. Собственно, это особо актуально в контексте обучения детей, показывающих низкие результаты в обучении."
4066,4066,out,2016,,,,,,,,,"В жизни не всегда приходится легко. Дети могут сталкиваться с различными проблемами как в семье, так и в компании одноклассников. К сожалению, психологическое состояние ребенка и закономерности развития не берутся в расчет при характеристике его деятельности. Современная система образования видит в ребенке аттестат или сертификат о сдаче ЕГЭ. Перед собой же я ставлю задачу проникнуть глубже в личность ребенка, понять что ему нравится, каковы предпочтения и подавать материал в соответствии с этими ""склонностями"". Помочь детям преодолеть себя: свои страхи и препятствия на их жизненном пути, - то, что нужно личности для дальнейшего развития. Поэтому я буду отталкиваться от данной позиции."
4072,4072,out,2016,,,,,,,,,"Я хочу стать участником программы , потому что мне очень хочется чем-то помочь современной системе образования, оставить в ней частицу себя. Я хочу помогать детям не только в усвоении знаний, но и в каких-то личных делах, в вопросах нравственности, правильного выбора. Мне очень хочется, чтобы современные школьники грамотно разговаривали и были человечными, и я действительно хочу в этом участвовать, а не просто смотреть со стороны  и чего-то хотеть. Я прекрасно отдаю себе отчет в том, что преподавание в школах - это огромный труд, где нужно упорство, терпение , творческое отношение к своему делу, и самое главное любовь к детям. Я готова трудиться каждый день, каждый день отдаваться этому делу и достигать поставленных результатов, потому что мне это действительно интересно. И очень здорово, что работа будет сопряжена с педагогами-наставниками, ведь нужно научиться многому. И это шанс раскрыть себя и приобрести ценные навыки и умения!"
4073,4073,out,2016,,,,,,,,,"  Я желаю стать участником данной программы, потому что хочу развить свой преподавательский и лидерский потенциал. Я была бы очень рада возможности оказывать значимое положительное влияние на процесс школьного образования.   В процессе взросления ребёнок активно взаимодействует с двумя важнейшими институтами, или иначе, площадками для социализации и становления личности: семья, где влияние исходит от всех её членов, проживающих вместе, и школа, где, по моему мнению, главенствующую роль играет педагог. И первый, и второй институт занимаются воспитанием детей.     В современном мире можно столкнуться с ситуациями практически полного отсутствия общения между родителями и детьми, а также прочими проблемами, сказывающимися отрицательно на развитии ребёнка. В данных случаях часто основным источником получения достойного воспитания будет становиться школа. Поэтому для мотивированного и любящего детей педагога лучшим вариантом рабочего места станет учебное заведение, работающее в сложном социальном контексте, поскольку хорошие кадры обычно стараются найти более ""приятные"" места.   Я считаю, что кто-то должен воодушевлять и вдохновлять на развитие детей в обычных школах и думаю, что способна на это.  "
4076,4076,out,2016,,,,,,,,,"Каждый человек - отдельный кирпичик нашего общества. Счастье и успех всей нации зависит от каждого из нас. Пора поднимать грамотность русского общества, начиная с самых маленьких. Дети - наше настоящее и будущее. Необходимо вызывать у них интерес к учёбе и помогать осваивать науки."
4077,4077,out,2016,,,,,,,,,"Меня привлекает преподавание в школах, работающих в сложном социальном контексте, в которых дети показывают низкие результаты в обучении,так как наблюдать успехи детей- бесценно.  "
4082,4082,out,2016,,,,,,,,,"Я считаю,что счастливым человеком можно стать,только сделав счастливым другог человека.Именно поэтому я хочу участовать в вашем проекте,я хочу поделится своим опытом и знаниями,чтобы помочь детям реализовать себя,найти свое место,сделать их счатливее, и стать чуточку счатливее самой. Я имею опыт работы с детьми,я работала вожатой в летнем лагере и это одни из самых ярких впечатлений моей жизни.Я занималась организацией досуга,проведений различных мероприятий,конкурсов,соревнований.Я работала как с маленькми детьми лет 7-8,так и с уже совсем взрослыми 13-14,были дети из обеспеченных семей и дети из детдома,но их всех объединяет одно,им всем в первую очередь нужна забота и любовь.Дети из неблагоприятных семей ,по моему, в большей степени нуждаются в поддержке взрослого человека,который поможет им выбрать свой путь,подскажет как применить свои навыки и таланты.Я была свидетлем того,как дети из детдома становились более успешными,нежели их ровестники из благоприятных семей, потому что рядом с ними оказывались люди которые верили в них,которые не выделяли их как ""особенных"". Рядом с детьми хочется становится лучше,хочется быть для них примером."
4089,4089,out,2016,,,,,,,,,"Программа ""Учитель для России"" для меня является шансом получить и развить в себе те профессиональные и личностные качества, тот опыт, которые помогут внести вклад в общество с большей отдачей, с лучшим результатом.  У меня есть опыт работы как в обычной школе, так и в частной. И хотелось бы быть в школе массовой, ибо это возможность вложить что-то ценное и мотивирующее в детей. "
4092,4092,out,2016,,,,,,,,,"Во-первых мне, как человеку социально активному хотелось бы реализовать себя в этой жизни, как нужно и грамотного специалиста. мне хочется быть полезной обществу в котором я живу и приносить людям счастье и радость от поставленных целей и достигнутых результатов. В  программе ""Учитель для России"" вижу огромный потенциал как для личного роста, так и для развития страны и жителей в лучшую сторону. "
4098,4098,out,2016,,,,,,,,,"Я уже учитель хочу сменить систему работы и може тузнать что-то новое, как можно по другому преподавать предмет чтобы видеть интерес в глазах учеников и самому быть более активных на уроках. "
4100,4100,out,2016,,,,,,,,,"На мой взгляд, преподавание в классах с низкой успеваемостью стимулирует учителя к расширению своего потенциала. Работа в таком классе дает тебе дополнительный опыт в разрешении конфликтных ситуаций, помогает увеличить объем используемых методик и приемов в обучении.  Меня привлекает преподавание в школах, работающих в сложном социальном контексте, потому что это дает мне возможность доказать в первую очередь себе, что все те знания и силы, которые вложили в нас преподаватели, были не напрасны, полезны и по-своему уникальны."
4102,4102,out,2016,,,,,,,,,"Потому что полученные знания в рамках программы повысят квалификацию, которые помогут стать профессионалом на педагогическом поприще. В массовых школах некоторые учителя некомпетентны, что является одной из причин низких результатов обучения. "
4105,4105,out,2016,,,,,,,,,"У меня появилось сильное желание работать в школе, когда я начала заниматься с моей дочерью. Я вижу в себе потенциал охватить большее количество детей. Я получаю удовольствие и внутренний подъем в душе, когда вижу результат. Работать в сложном социальном контексте для меня - лучший способ раскрыть свой внутренний потенциал. "
4106,4106,out,2016,,,,,,,,,"Я хочу стать участником программы, потому что нахожусь в поисках своего предназначения.  Мне важно чтобы моя деятельность была полезна обществу, людям. Мне нравится общаться с детьми, находить общий язык с ними, учиться понимать их и их представление об окружающем нас мире. Мне бы хотелось вдохновлять детей и самой научиться увлекательно объяснять, заинтересовать их как на обучение в школе, так и на позитивное мышление, на успех в их деятельности, веру в себя."
4107,4107,out,2016,,,,,,,,,"Если честно в начале обучения была мысль получить образование ради образования, однако после прохождения практики в школе мое мнение координально поменялось. Во-первых увлек сам процесс обучения, оказалось, что подготовка к уроку, проведение его доставляет мне необычайное удовольствие, во-вторых, вспоминая свои школьные годы, а также сравнивая уровень знаний с нынешним состоянием, я пришла в ужас. Появилось огромное желание изменить данную ситуацию, попустительское отношение учителей, которые работают не на реальный результат, а на оценки в журнале. Мне бы хотелось внести свой вклад в развитие ребят, постараться вовлечь их в процесс, вызвать желание заниматься английским языком, используя различные инновационные методики,подходы, средства, а также формы работы на уроке."
4111,4111,out,2016,,,,,,,,,"Моя детская мечта - стать учителем, передавать знания, зажигать людей и их сердца. А программа ""Учитель для России"" - это отличная возможность учиться на практике.  Учиться, обучая других. Я училась в такой школе, где у детей нет мотивации учиться. Я всегда любила ходить в школу, предвкушая новые знания, новые книги, интересные занятия. Но спустя какое-то время запал пропадал, становилось скучно. Хочется разобраться, в чем же дело, почему у школьников пропадает интерес к учебе. И найти решение этой проблемы."
4112,4112,out,2016,,,,,,,,,"Я уверена в том, что к каждому человеку (маленькому или взрослому) можно и нужно найти свой подход, заинтересовать и увлечь, помочь найти свой путь и раскрыться. Это сложная работа, но мне кажется, что благодаря этому из сложных детей могут вырасти успешные, а главное счастливые взрослые. "
4114,4114,out,2016,,,,,,,,,потому что такой возможности в скором времени ни мне ни Вам больше не представиться
4115,4115,out,2016,,,,,,,,,"Многое зависит от учителя, к некоторым учителям дети даже в кабинет заходить не желают, это сказывается на результатах. Хочу чтобы в обычной массовой школе  было на 1ого такого учителя меньше."
4117,4117,out,2016,,,,,,,,,семья преподавателей
4118,4118,out,2016,,,,,,,,,"За последний год очень многое изменилось в моей жизни.  После окончания Гуманитарно-экономического колледжа Новгородского гуманитарного университета имени Ярослава Мудрого мне пришлось вернуться к родителям в г. Боровичи Новгородской области и как то случайно моя жизнь пересеклась с ПАО Сбербанк. В Банке я отработала пять лет, всегда мечтала работать в Банке юристом, и судьба улыбнулась мне - окончание моей карьеры и произошло в юридическом управление ПАО Сбербанк. Ушла из Банка - потому что начали происходить укрупнения, мой коллектив развалился ( кто то ушел как и я; кто то перешел в другие подразделения на должности, которые предлагали), ну а мне по моему мнению предложили неинтересную должность и я ушла. Сейчас работаю в другом Банке и занимаюсь тем, чем и занималась в ПАО Сбербанк. В данный момент мне очень захотелось ""найти"" себя в чем то другом, но это не связано с тем, что я не люблю свою профессию, просто наступает период когда ты понимаешь, что надо себя еще где то ""искать"". Меня всегда привлекало преподавание в школе, да и мама всегда считала, что из меня выйдет не плохой педагог. Она у меня тоже преподает в школе. А работать с трудностями - всегда интереснее, чем без них."
4120,4120,out,2016,,,,,,,,,"Данная программа совпадает с моей целью по жизни, которая является самопознанием и саморазвитием. Я считаю её истинным добром по отношению к молодым учителям и детям, которые будут у них чему-то учиться, и к людям в целом. Это большая ответственность стать её участником; она позволит мне работать с полной самоотдачей, так как, я уже говорил - мне с ней по пути с моими целями в жизни.   На мой взгляд, родители уделяют слишком мало внимания своим детям, постоянно отвлекаясь на, порой, совсем ненужные вещи в жизни. Отсутствие должного внимания , компенсируемое грубым воспитанием, создаёт в формирующейся личности ребёнка конфликты, от которых он страдает все больше по мере взросления. Это не позволяет ему полноценно ""раскрыться"", заставляет чувствовать себя неуверенно, пребывать в дисгармонии. Я наблюдал эти явления, когда сам учился в школе: например, среди моих друзей были те, кто перекатывался с двойки на тройку, были абсолютно не заинтересованы в учебе, часто бывали агрессивны по отношению ко всему вокруг, но были преданы своим друзьям, которые не зацикливали своё внимание на их личностные ""проблемы"", как делали многие учителя и родители (которые по сути сами их создали и/или поддерживали), а были способны перевести его на более интересные вещи: разглядеть это огромное пространство любви к жизни, мощную энергию и желание созидать. Но часто дети не знают, как им распоряжаться своей энергией, ""воруя"" способы выражения у своих родителей, особо авторитетных им учителей и друзей или старшеклассников. Наряду с этим, дети  часто лишены права собственного выбора и уважения со стороны взрослых. Об этом можно много говорить.  Но немалая ответственность в формировании здоровой личности ребёнка приходится школе, так как он проводит там значительную часть своего времени и переживает много нового опыта, которым ему он испытывает необходимость поделиться с более зрелым человеком, которому можно доверять. Который  сможет ему дать не только физические знания о жизни, но и стать в неё надежным проводником"
4122,4122,out,2016,,,,,,,,,"Проходив практику в университете, Я поняла, что мне нравится преподавать, учить новому и помогать учащимся достигать высоких результатов."
4123,4123,out,2016,,,,,,,,,"У меня с детства была мечта работать в школе. Получила соответствующее образование,  поработать по специальности  так и не удалось. Надеюсь с помощью программы ""Учитель для России"" получить работу в школе. Я считаю, что преподавание в школе, работающей в сложном социальном контексте, интереснее. (более творческая, трудоемкая)"
4125,4125,out,2016,,,,,,,,,Нравится
4127,4127,out,2016,,,,,,,,,"Работа с детьми - эта та сфера, в которой я чувству себя комфортно. "
4128,4128,out,2016,,,,,,,,,Не могу найти работу в московской школе.Думаю вы мне поможите
4130,4130,out,2016,,,,,,,,,"Я хочу научить детей разбираться в современном мире, научить искать и получать необходимую информацию в просторах всемирной сети. Также в настоящее время жизнь без компьютера сложно представить, а дальнейшее трудоустройство без базового владения ПК просто невозможно. Исходя из всего этого, я найду подход к каждому ребенку и смогу обучить базовым знаниям Информатики и ИКТ, а для тех детей, которые захотят связать свою жизнь с информационными технологиями - я постараюсь дать углубленные знания в этой области. "
4131,4131,out,2016,,,,,,,,,"Потому что я получаю удовлетворение от обучения детей каким-то навыкам, которыми сама обладаю. Мне кажется, что я неплохо с ними лажу и они ко мне тянутся. Я работала репетитором языков, и, как мне кажется, являюсь адекватным преподавателем, т.е. могу как обучать очень мягко, так и быть жёсткой, если нужно, но без перебора. У меня был неединичный опыт повышения школьной успеваемости учеников."
4132,4132,out,2016,,,,,,,,,"У меня уже был опыт работы в школе и как оказалось это было очень интересно! Также был опыт работы с проблемными детьми, которые оказались самыми благодарными слушателями."
4134,4134,out,2016,,,,,,,,,"Увидела в интернете вашу программу, почитала информацию, заинтересовалась. Решила попробовать поучаствовать. Мне кажется ваша программа это уникальный шанс стать достойным учителем.  Дети не должны быть заложниками социального или культурного статуса своих семей.Мы учителя должны им помогать, что бы их результаты становились лучше."
4135,4135,out,2016,,,,,,,,,"Низкое качество школьного образования я всегда считал одной из ключевых проблем российского общества. Отсюда все: политическая безграмотность, неуважение собственных прав, лень и распущенность. Мне кажется, работая в школе, я смогу внести посильный вклад в исправление ситуации – хотя бы на точечном уровне. Я ощущаю в себе педагогические способности и думаю, что мог бы их использовать во благо. "
4137,4137,out,2016,,,,,,,,,Ради опыта. 
4138,4138,out,2016,,,,,,,,,"Хочу заниматься преподаванием. Работа с отстающими является естественной и необходимой, даже странно, что такой вопрос ставится. Едва ли можно считать полноценным преподаванием работу в тепличных условиях групп благополучных одарённых детей."
4139,4139,out,2016,,,,,,,,,"Я вырос в маленьком городе, где получение знаний не является приоритетом не для родителей, не для детей. Но есть точки на которые можно надавить и добиться результата."
4140,4140,out,2016,,,,,,,,,"Работа в нестандартных условиях, со сложными и необычными учениками намного интереснее рутинной работы в средней школе. Хотя и там достаточно сложных и необычных учеников, но им не уделяется должного внимания и не тратиться достаточно времени на их раскрытие и дальнейшее сотрудничество как в образовательном, так и в психологическом плане."
4142,4142,out,2016,,,,,,,,,"хочется раскрыть свой педагогический потенциал, стать одним из лучших учителей, возможно, чтобы стать на один уровень или выше учителей, которые работают в моей школе и которые начинали свой путь как в раз в школах, работающих в сложном социальном контексте. "
4144,4144,out,2016,,,,,,,,,"Изначально (и до сих пор) моя мечта поступить в аспирантуру, получить ученую степень,  -самому научиться преподносить предмет доступно и на простом и понятном, для человека, языке -дать человеку максимальное представление о изучаемом предмете  - показать важность и значимость изучаемого предмета.  - для подготовки качественных кадров  - для совершения научных открытий (продвижения в науке)"
4145,4145,out,2016,,,,,,,,,"Дело в том, что у меня особая ситуация: нет бакалаврского педагогического образования. При поступлении мне сказали, что если ваше первое высшее образование специалитет, то вы можете поступать сразу в магистратуру (что я и сделала), но в итоге разница между техническим и гуманитарным образованием оказалось чувствительной. Сейчас для работы в школе я чувствую, что мне не хватает базы. Ваша программа обеспечивает трудоустройство и содействует дальнейшей подготовки для освоения профессии педагога, это, последнее, для меня необходимо! Чем сложнее задачи, которые мы ставим перед собой, тем больше и интенсивнее мы развиваемся. Стоит начать со сложного, так проще постигнуть профессию. "
4147,4147,out,2016,,,,,,,,,"За время работы с детьми в ГКУ СО ЯО ""Центр социальной помощи семье и детям"" мне приходилось часто сталкиваться со сложными задачами в отношении детей, но я понял для себя, что работа с детьми даёт огромные просторы для творчества, а результат смотрит на тебя глазами. "
4148,4148,out,2016,,,,,,,,,"Я учился в худшей школе в городе (согласно статистике http://www.habit.ru/), и точно знаю, какой школа не должна быть. "
4152,4152,out,2016,,,,,,,,,потому что я думая что учитель работает над самой ответственной задачей - он формирует человека.
4153,4153,out,2016,,,,,,,,,"Хочу стать участникм программы, т.к считаю это хорошей возможностью устроится в школу учителем и колоссальным жизненным и профессиональным опытом. Т.к в Яковлевском районе в котором я живу учитель немецкого языка не требуется, и из 3 имеющихся школ моего родного города Строитель только в одной преподают немецкий язык, но место увы уже очень давно занято. "
4155,4155,out,2016,,,,,,,,,"Это очень интересная программа, дающая возможность старшему поколению или человеку, говорящему на языке молодежи, сказать важное и нужное для детей, уберечь их от ошибок, помочь в каких-либо вопросах. Меня огорчает, что в школах, работающих в сложном социальном контексте, дети показывают низкие результаты в обучении. Это делает  положение детей безвыходным. Для  благополучной жизни им  необходимо внутреннее развитие, поддержка взрослых. Школа обязана закладывать прочный и качественный фундамент для построения личности, а уже дальнейшие приобретенные знания и опыт дополняют личность. Возможность заложить крепкий и надежный фундамент для развития личности - вот что  меня  привлекает."
4157,4157,out,2016,,,,,,,,,"Во-первых, я всегда хотела быть преподавателем. Во-вторых, несколько лет назад пыталась возобновить осуществление мечты и занялась поиском процесса переквалификации. Но после долгих переговоров наткнулась на стену, что надо, все-таки, получать второе высшее образование. Средств на тот момент не было. В третьих, к сожалению, совершенно не верю ни людям, ни в людей. Я верю в детей, верю, что можно найти одход даже к самым трудым детям. Только надо этого действительно хотеть. Этим надо жить. Мне 35 лет. Но мне кажется, я смогу с этим справиться."
4159,4159,out,2016,,,,,,,,,Нравиться преподавать математику.
4163,4163,out,2016,,,,,,,,,"Именно преодалевание трудностей даёт нам жизненный и профессиональный опыт, который просто необходим для достижения успехов в карьере."
4164,4164,out,2016,,,,,,,,,трулоустройство  по  диплому
4170,4170,out,2016,,,,,,,,,"Мне нравится работать с детьми, я легко нахожу с ними общий язык и владею их вниманием,поэтому уверена что смогу повысить уровень их подготовки."
4171,4171,out,2016,,,,,,,,,"Хотелось бы получить передовой опыт в образовании, получить знания от преподавателей вузов г. Москвы. Когда дети под моим руководством достигают тех или иных результатов, получаешь не только удовольствие от проделанной работы, но и желание расти дальше, стремиться к чему-то большему как самому, так и со своими воспитанниками."
4172,4172,out,2016,,,,,,,,,"Я хочу стать преподавателем английского языка. показать лучшие результаты и передать все свои профессиональные знания детям.добиваться поставленных целей.Проявить интерес предмета к детям ,дать им развитие в целом.  постараться и сделать наше образование лучше в целом. "
